access,area,bridge,from,highway,junction,key,lanes,length,maxspeed,name,oneway,osmid,ref,service,to,tunnel,width,uid
,,,"5139069694",secondary,,"0","5","308.006",35 mph,Vine Street,False,"[235036076, 544519893, 544519896, 544519898, 544519899]",,,"4693900806",,,"62990"
,,,"5139069694",secondary,,"0","5","308.006",35 mph,Vine Street,False,"[235036076, 544519893, 544519896, 544519898, 544519899]",,,"4693900806",,,"62989"
,,,"4693900806",unclassified,,"0","['2', '3']","366.62799999999993",,Goodman Street,False,"[544519918, 544519919, 544519920, 544519923, 544519924, 544519925, 544519926, 213353977, 528941212]",,,"4693899966",,,"62976"
yes,,,"4693899966",residential,,"0","['5', '4']","81.732",,Eden Avenue,False,"[544519931, 544519932, 544519933]",,,"4693899965",,,"62975"
,,,"4693900806",unclassified,,"0","['2', '3']","366.62799999999993",,Goodman Street,False,"[544519918, 544519919, 544519920, 544519923, 544519924, 544519925, 544519926, 213353977, 528941212]",,,"4693899966",,,"62978"
,,,"4693900806",unclassified,,"0","['2', '3']","366.62799999999993",,Goodman Street,False,"[544519918, 544519919, 544519920, 544519923, 544519924, 544519925, 544519926, 213353977, 528941212]",,,"4693899966",,,"62977"
yes,,,"5263594397",unclassified,,"0","['3', '4']","695.2730000000001",,"['Albert Sabin Way', 'Eden Avenue']",False,"[544519970, 544519941, 544519944, 19056841, 544519948, 544519981, 544519952, 544519987, 544519955, 213355347, 544519990, 544519958, 544519930]",,,"4693899966",,,"62980"
,,,"4693900806",unclassified,,"0","['2', '3']","366.62799999999993",,Goodman Street,False,"[544519918, 544519919, 544519920, 544519923, 544519924, 544519925, 544519926, 213353977, 528941212]",,,"4693899966",,,"62979"
yes,,,"5263594397",unclassified,,"0","['3', '4']","695.2730000000001",,"['Albert Sabin Way', 'Eden Avenue']",False,"[544519970, 544519941, 544519944, 19056841, 544519948, 544519981, 544519952, 544519987, 544519955, 213355347, 544519990, 544519958, 544519930]",,,"4693899966",,,"62982"
yes,,,"5263594397",unclassified,,"0","['3', '4']","695.2730000000001",,"['Albert Sabin Way', 'Eden Avenue']",False,"[544519970, 544519941, 544519944, 19056841, 544519948, 544519981, 544519952, 544519987, 544519955, 213355347, 544519990, 544519958, 544519930]",,,"4693899966",,,"62981"
,,,"197638445",residential,,"0",,"182.361",,Sherlock Avenue,False,"19070277",,,"197583913",,,"51298"
,,,"197619983",unclassified,,"0","2","174.161",,Blair Avenue,False,"83584076",,,"197578664",,,"50906"
,,,"197584826",residential,,"0",,"129.125",,Avon Fields Place,False,"19064116",,,"197584813",,,"51371"
,,,"197638445",residential,,"0",,"182.361",,Sherlock Avenue,False,"19070277",,,"197583913",,,"51299"
,,,"197632765",residential,,"0",,"105.536",,Red Bud Avenue,False,"19067946",,,"197584826",,,"51375"
,,,"197632782",residential,,"0",,"105.863",,Red Bud Avenue,False,"19067946",,,"197584826",,,"51374"
yes,,,"197619973",primary,,"0","4","102.265",35 mph,Reading Road,False,"561588290",US 42,,"197588005",,,"51679"
,,,"387549192",residential,,"0",,"53.849000000000004",,Eleanor Place,False,"93356288",,,"197586365",,,"51567"
,,,"197578664",residential,,"0",,"152.122",,Perkins Avenue,False,"19063774",,,"197578662",,,"50899"
yes,,,"197619981",primary,,"0","4","125.559",30 mph,Reading Road,False,"561588287",US 42,,"197576639",,,"50620"
,,,"197619975",residential,,"0",,"405.98499999999996",,Ridgeway Avenue,False,"19067505",,,"197578662",,,"50901"
,,,"197578664",residential,,"0",,"152.122",,Perkins Avenue,False,"19063774",,,"197578662",,,"50900"
,,,"197619975",residential,,"0",,"405.98499999999996",,Ridgeway Avenue,False,"19067505",,,"197578662",,,"50903"
,,,"197619975",residential,,"0",,"405.98499999999996",,Ridgeway Avenue,False,"19067505",,,"197578662",,,"50902"
,,,"197619983",unclassified,,"0","2","174.161",,Blair Avenue,False,"83584076",,,"197578664",,,"50905"
,,,"197619975",residential,,"0",,"405.98499999999996",,Ridgeway Avenue,False,"19067505",,,"197578662",,,"50904"
,,,"197619985",tertiary,,"0","['2', '5', '4']","319.924",30 mph,Forest Avenue,False,"[263301721, 561588275, 561588276, 233369375]",,,"197592922",,,"52129"
,,,"2471133018",primary,,"0","4","121.557",35 mph,Reading Road,False,"22768573",US 42,,"197592406",,,"52084"
,,,"197619985",tertiary,,"0","['2', '5', '4']","319.924",30 mph,Forest Avenue,False,"[263301721, 561588275, 561588276, 233369375]",,,"197592922",,,"52131"
,,,"197619985",tertiary,,"0","['2', '5', '4']","319.924",30 mph,Forest Avenue,False,"[263301721, 561588275, 561588276, 233369375]",,,"197592922",,,"52130"
,,,"2051160682",residential,,"0",,"45.673",,Hale Avenue,False,"19067490",,,"197596441",,,"52384"
,,,"197629691",tertiary,,"0","2","107.43199999999999",30 mph,Forest Avenue,False,"233369375",,,"197592922",,,"52132"
,,,"822482826",residential,,"0",,"215.518",,Parker Place,False,"19065371",,,"197604183",,,"53252"
,,,"822482826",residential,,"0",,"215.518",,Parker Place,False,"19065371",,,"197604183",,,"53251"
,,,"5133535539",residential,,"0",,"47.271",,Melish Place,False,"19064514",,,"197590763",,,"51941"
,,,"197627739",residential,,"0",,"95.021",,Rose Hill Lane,False,"19067273",,,"197589829",,,"51824"
,,,"197632489",residential,,"0",,"289.46299999999997",,"['Irving Avenue', 'Irving Street']",False,"[19067905, 19064562]",,,"197591504",,,"51972"
,,,"197632489",residential,,"0",,"289.46299999999997",,"['Irving Avenue', 'Irving Street']",False,"[19067905, 19064562]",,,"197591504",,,"51971"
,,,"197640077",tertiary,,"0","2","131.998",,Forest Avenue,False,"547214475",,,"197591504",,,"51974"
,,,"197632489",residential,,"0",,"289.46299999999997",,"['Irving Avenue', 'Irving Street']",False,"[19067905, 19064562]",,,"197591504",,,"51973"
,,,"197620017",primary,,"0","4","232.513",35 mph,Reading Road,False,"22768573",US 42,,"197592406",,,"52083"
,,,"197592408",residential,,"0",,"132.627",,Debbe Lane,False,"19064621",,,"197592406",,,"52081"
,,,"197605777",residential,,"0",,"168.231",,Rue de la Paix,False,"19065461",,,"197605749",,,"53441"
,,,"197605777",residential,,"0",,"168.231",,Rue de la Paix,False,"19065461",,,"197605749",,,"53440"
,,,"1111155178",residential,,"0",,"77.304",,Graham Street,False,"19071019",,,"197606574",,,"53505"
,,,"197606574",residential,,"0","2","83.223",,Elysian Place,False,"19065528",,,"197606573",,,"53504"
,,,"197640080",tertiary,,"0","2","133.737",,Forest Avenue,False,"236413034",,,"197609159",,,"53640"
,,,"4542444362",residential,,"0",,"100.85",,Dury Avenue,False,"19072093",,,"197609159",,,"53639"
,,,"197632152",residential,,"0",,"163.011",,Marion Avenue,False,"19069028",,,"197611463",,,"53772"
,,,"2444472633",tertiary,,"0","2","6.83",,Forest Avenue,False,"547214475",,,"197609159",,,"53641"
,,,"197628490",residential,,"0",,"86.80799999999999",,Biddle Street,False,"19067390",,,"197604745",,,"53299"
,,,"197624046",residential,,"0",,"106.797",,Wedgewood Avenue,False,"19068137",,,"197604183",,,"53253"
yes,,,"197640718",residential,,"0","4","79.149",,Eden Avenue,False,"19070784",,,"197605296",,,"53388"
yes,,,"197605298",tertiary,,"0","2","71.469",25 mph,East University Avenue,False,"19065425",,,"197605296",,,"53387"
yes,,,"197658505",residential,,"0",,"77.533",,Bellevue Avenue,False,"19072094",,,"197605300",,,"53390"
yes,,,"197605300",tertiary,,"0","2","70.851",25 mph,East University Avenue,False,"19065425",,,"197605298",,,"53389"
yes,,,"2880570439",tertiary,,"0","['2', '4', '3']","51.981",25 mph,East University Avenue,False,"[561588361, 561588362, 263301627]",,,"197605308",,,"53392"
,,,"197605308",tertiary_link,,"0","1","52.231",25 mph,,True,"33832969",,,"2880570441",,,"53391"
yes,,,"197618774",residential,,"0","2","70.285",,Moerlein Avenue,False,"19066406",,,"197618772",,,"54372"
,no,,"197614982",residential,,"0",,"146.216",25 mph,Wellington Place,True,"56225099",,,"197614982",,,"54008"
yes,,,"197618776",residential,,"0","2","67.41",,Moerlein Avenue,False,"19066406",,,"197618774",,,"54374"
yes,,,"197660011",residential,,"0","2","65.804",25 mph,Warner Street,False,"239199505",,,"197618772",,,"54373"
yes,,,"197619975",primary,,"0","5","26.727",30 mph,Reading Road,False,"292929396",US 42,,"197619973",,,"54474"
yes,,,"5133526623",primary,,"0","['4', '6']","258.979",35 mph,Martin Luther King Drive East,False,"[561588306, 19071135]",,,"197619958",,,"54473"
,,,"2051160682",residential,,"0",,"219.40800000000002",,Hale Avenue,False,"19067490",,,"197619981",,,"54476"
,,,"2051160682",residential,,"0",,"219.40800000000002",,Hale Avenue,False,"19067490",,,"197619981",,,"54475"
,,,"197639740",residential,,"0",,"321.12",,Marion Avenue,False,"19069028",,,"197611463",,,"53774"
,,,"197632152",residential,,"0",,"163.011",,Marion Avenue,False,"19069028",,,"197611463",,,"53773"
,,,"197639740",residential,,"0",,"321.12",,Marion Avenue,False,"19069028",,,"197611463",,,"53776"
,,,"197639740",residential,,"0",,"321.12",,Marion Avenue,False,"19069028",,,"197611463",,,"53775"
,,,"197613190",residential,,"0",,"47.127",,Lauk Street,False,"19066007",,,"197613189",,,"53893"
yes,,,"197638445",tertiary,,"0","4","85.36500000000001","['20 mph', '35 mph']",Ludlow Avenue,False,"[207531411, 207531403]",,,"197613105",,,"53881"
,,,"197632782",residential,,"0",,"203.60600000000002",,Red Bud Avenue,False,"19067946",,,"197614804",,,"54004"
,,,"1912418357",residential,,"0",,"22.366",,Betula Avenue,False,"19066115",,,"197614804",,,"54002"
,,,"197621793",residential,,"0",,"216.172",,Dickson Avenue,False,"19066630",,,"197621789",,,"54616"
,,,"197624046",residential,,"0",,"106.805",,Wedgewood Avenue,False,"19068137",,,"197621789",,,"54615"
,,,"197624046",residential,,"0",,"216.172",,Lowry Avenue,False,"19066850",,,"197624044",,,"54863"
,,,"197621793",residential,,"0",,"216.172",,Dickson Avenue,False,"19066630",,,"197621789",,,"54617"
,,,"197634984",residential,,"0",,"173.056",,"['Rush Street', 'Halstead Street']",False,"[19067042, 19068306]",,,"197625498",,,"54958"
,,,"197624046",residential,,"0",,"216.172",,Lowry Avenue,False,"19066850",,,"197624044",,,"54864"
,,,"197649085",residential,,"0",,"48.148",,Crestmont Lane,False,"19069760",,,"197628490",,,"55115"
,,,"197634984",residential,,"0",,"173.056",,"['Rush Street', 'Halstead Street']",False,"[19067042, 19068306]",,,"197625498",,,"54959"
yes,,,"2471127573",primary,,"0","4","12.594999999999999",30 mph,Reading Road,False,"561588285",US 42,,"197619983",,,"54478"
yes,,,"2471127573",primary,,"0","['5', '4']","107.25400000000002",30 mph,Reading Road,False,"[561588284, 561588286, 561588287]",US 42,,"197619981",,,"54477"
yes,,,"197658505",residential,,"0",,"71.162",,Donahue Street,False,"19069163",,,"197620493",,,"54528"
yes,,,"5414815998",primary,,"0","4","10.201",35 mph,Reading Road,False,"561588130",US 42,,"197619997",,,"54479"
yes,,,"811009331",residential,,"0",,"159.96499999999997",25 mph,Muriel Court,False,"19066554",,,"197621158",,,"54567"
yes,,,"197640718",residential,,"0",,"71.985",,Donahue Street,False,"19069163",,,"197620493",,,"54529"
,,,"197621778",residential,,"0",,"124.837",,Edge Hill Place,False,"19066628",,,"197621777",,,"54614"
yes,,,"811009331",residential,,"0",,"159.96499999999997",25 mph,Muriel Court,False,"19066554",,,"197621158",,,"54568"
,,,"197656763",residential,,"0",,"257.374",,Purdue Street,False,"19070320",,,"197640077",,,"55715"
,,,"5286108197",tertiary_link,,"0","1","29.664",,,True,"547073685",,,"197638433",,,"55594"
,,,"197656763",residential,,"0",,"257.374",,Purdue Street,False,"19070320",,,"197640077",,,"55717"
,,,"197656763",residential,,"0",,"257.374",,Purdue Street,False,"19070320",,,"197640077",,,"55716"
,,,"197656016",residential,,"0",,"105.581",,Wilson Avenue,False,"19071896",,,"197640082",,,"55719"
,,,"197640082",tertiary,,"0","2","88.485",,Forest Avenue,False,"236413034",,,"197640080",,,"55718"
,,,"197656016",residential,,"0",,"114.533",,Rockdale Avenue,False,"19070254",,,"197644014",,,"55936"
,,,"387550209",secondary_link,,"0","1","55.093999999999994",,,True,"33832980",,,"197641087",,,"55795"
,,,"197629691",residential,,"0",,"126.14999999999999",,Washington Avenue,False,"19067520",,,"197629690",,,"55152"
,,,"197656020",residential,,"0",,"83.121",,Rockdale Avenue,False,"213355353",,,"197629690",,,"55151"
,,,"413265321",residential,,"0",,"298.68100000000004",30 mph,Washington Avenue,False,"77518936",,,"197629691",,,"55154"
,,,"413265321",residential,,"0",,"298.68100000000004",30 mph,Washington Avenue,False,"77518936",,,"197629691",,,"55153"
,,,"197630500",residential,,"0",,"107.604",,Duluth Avenue,False,"19067639",,,"197630499",,,"55191"
,,,"413265321",residential,,"0",,"298.68100000000004",30 mph,Washington Avenue,False,"77518936",,,"197629691",,,"55155"
,,,"1082847103",residential,,"0",,"93.78099999999999",,Bigelow Street,False,"19071199",,,"197635818",,,"55489"
,,,"197640052",tertiary,,"0","2","82.471",,Forest Avenue,False,"547214475",,,"197630499",,,"55192"
,,,"197662707",primary,,"0","3","74.357",30 mph,Martin Luther King Drive East,True,"213355344",,,"647845141",,,"56496"
yes,,,"647844847",residential,,"0","4","13.753",,Eden Avenue,False,"213355343",,,"197662707",,,"56495"
,,,"647843720",primary,,"0","['3', '5', '4']","157.418",30 mph,Martin Luther King Drive East,True,"[545930152, 545930163, 545930157]",,,"197662707",,,"56498"
,,,"647843720",primary,,"0","['3', '5', '4']","157.418",30 mph,Martin Luther King Drive East,True,"[545930152, 545930163, 545930157]",,,"197662707",,,"56497"
yes,,,"647845141",residential,,"0",,"150.66899999999998",,"['Gerard Street', 'Stetson Street']",False,"[69688848, 19071222]",,,"197668665",,,"56644"
,,,"1082847103",residential,,"0",,"135.935",,Bigelow Street,False,"19071199",,,"197668345",,,"56642"
,,,"2471127573",unclassified,,"0","2","292.977",,Blair Avenue,False,"561588283",,,"197670563",,,"56676"
,,,"2471127573",unclassified,,"0","2","292.977",,Blair Avenue,False,"561588283",,,"197670563",,,"56675"
,,,"197653480",residential,,"0",,"181.225",,McGregor Place,False,"19070042",,,"197653475",,,"56256"
,,,"4542444362",residential,,"0",,"108.14500000000001",,Rockdale Avenue,False,"19070254",,,"197644014",,,"55937"
,,,"197656029",residential,,"0",,"232.17999999999998",,Rockdale Avenue,False,"213355353",,,"197656020",,,"56341"
,,,"197656029",residential,,"0",,"232.17999999999998",,Rockdale Avenue,False,"213355353",,,"197656020",,,"56340"
,,,"197660337",residential,,"0",,"224.747",,Hearne Avenue,False,"19070606",,,"197660331",,,"56439"
,,,"197660337",residential,,"0",,"224.747",,Hearne Avenue,False,"19070606",,,"197660331",,,"56438"
,,,"5263594411",residential,,"0",,"112.917",,Wilson Avenue,False,"19071896",,,"197660337",,,"56441"
,,,"2880570418",residential,,"0",,"108.00800000000001",,Dury Avenue,False,"19072093",,,"197660331",,,"56440"
,,,"5139069694",residential,,"0","3","357.845",,"['Shields Street', 'Glendora Avenue']",False,"[236413037, 19052362, 19056404, 544519901]",,,"306664296",,,"58348"
,,,"1108597894",unclassified,,"0","1","14.852",,Jefferson Avenue,True,"27939990",,,"306664143",,,"58347"
,,,"5139069694",residential,,"0","3","357.845",,"['Shields Street', 'Glendora Avenue']",False,"[236413037, 19052362, 19056404, 544519901]",,,"306664296",,,"58350"
,,,"5139069694",residential,,"0","3","357.845",,"['Shields Street', 'Glendora Avenue']",False,"[236413037, 19052362, 19056404, 544519901]",,,"306664296",,,"58349"
yes,,,"5263594406",tertiary,,"0","['5', '4']","111.85100000000001",30 mph,Burnet Avenue,False,"[544520024, 544520032, 544520037]",,,"357481443",,,"59168"
,,,"5139069694",residential,,"0","3","357.845",,"['Shields Street', 'Glendora Avenue']",False,"[236413037, 19052362, 19056404, 544519901]",,,"306664296",,,"58351"
,,,"5263594411",residential,,"0","['4', '5']","239.304",,Erkenbrecher Avenue,False,"[544520081, 544520076, 544520084]",,,"357481443",,,"59170"
,,,"5263594411",residential,,"0","['4', '5']","239.304",,Erkenbrecher Avenue,False,"[544520081, 544520076, 544520084]",,,"357481443",,,"59169"
,,,"197677453",residential,,"0",,"118.486",,Eaton Lane,False,"19071883",,,"197677451",,,"56741"
,,,"2471127573",unclassified,,"0","2","292.977",,Blair Avenue,False,"561588283",,,"197670563",,,"56677"
,,,"197680017",residential,,"0",,"174.67000000000002",,Marie Brown Boulevard,False,"50955139",,,"197680017",,,"56762"
,,,"5414815998",residential,,"0",,"123.59",,South Fred Shuttlesworth Circle,False,"561588105",,,"197678804",,,"56753"
,,,"5263594354",residential,,"0",,"25.0",,Marie Brown Boulevard,False,"50955139",,,"197680017",,,"56764"
,,,"197680017",residential,,"0",,"174.67000000000002",,Marie Brown Boulevard,False,"50955139",,,"197680017",,,"56763"
,,,"1108596633",primary,,"0","3","116.579",35 mph,Martin Luther King Drive West,True,"50806490",,,"306664143",,,"58346"
,,,"306664143",unclassified,,"0","1","160.142",,Jefferson Avenue,True,"27939990",,,"2880570499",,,"58345"
,,,"197668758",residential,,"0",,"340.26199999999994",,Walker Street,False,"19071236",,,"197558228",,,"47864"
,,,"197668758",residential,,"0",,"340.26199999999994",,Walker Street,False,"19071236",,,"197558228",,,"47863"
,,,"197567909",residential,,"0",,"191.59300000000002",,Auburn Avenue,False,"19063115",,,"197558230",,,"47866"
,,,"197558230",tertiary,,"0","2","48.06",,Sycamore Street,False,"93359732",,,"197558228",,,"47865"
,,,"197586365",residential,,"0",,"255.63600000000002",,Dorchester Avenue,False,"19068399",,,"197558230",,,"47868"
,,,"197567909",residential,,"0",,"191.59300000000002",,Auburn Avenue,False,"19063115",,,"197558230",,,"47867"
,,,"197567912",tertiary,,"0","4","56.577999999999996",25 mph,Auburn Avenue,False,"33833015",,,"197558230",,,"47870"
,,,"197586365",residential,,"0",,"255.63600000000002",,Dorchester Avenue,False,"19068399",,,"197558230",,,"47869"
,,,"197557479",residential,,"0","2","28.115",,Howell Avenue,False,"19064078",,,"197557473",,,"47769"
,,,"197569035",residential,,"0",,"107.22",,Auburncrest Avenue,False,"19063203",,,"197557144",,,"47719"
yes,,,"197558221",tertiary,,"0","2","15.365",25 mph,Sycamore Street,False,"214785362",,,"197558219",,,"47858"
,,,"197557474",residential,,"0",,"119.245",,Ormond Avenue,False,"19062463",,,"197557473",,,"47770"
yes,,,"197574667",residential,,"0",,"132.25",25 mph,Mulberry Street,False,"421873620",,,"197558223",,,"47860"
